product_id,type,air_temp_k,process_temp_k,rotational_speed,torque,tool_wear,target,failure_type,temp_delta,power_watts,tool_wear_ratio,air_temp_c,process_temp_c,region
L47201,L,298.8,309.3,1450.0,44.8,63,0,No Failure,10.5,6802.595292573099,0.2490118577075099,25.650000000000034,36.150000000000034,Asia-Pacific
M14882,M,298.9,309.3,1581.0,30.7,65,0,No Failure,10.400000000000034,5082.7513383163905,0.25691699604743085,25.75,36.150000000000034,Europe
L47203,L,299.0,309.4,1758.0,25.7,68,0,No Failure,10.399999999999977,4731.3013681593,0.26877470355731226,25.850000000000023,36.25,Asia-Pacific
M14884,M,299.0,309.4,1561.0,37.3,70,0,No Failure,10.399999999999977,6097.339157768725,0.2766798418972332,25.850000000000023,36.25,Europe
L47205,L,299.0,309.5,1861.0,23.3,73,0,No Failure,10.5,4540.784717670103,0.2885375494071146,25.850000000000023,36.35000000000002,Asia-Pacific
L47206,L,299.1,309.5,1512.0,39.0,75,0,No Failure,10.399999999999977,6175.114519896098,0.2964426877470356,25.950000000000045,36.35000000000002,Asia-Pacific
H29441,H,299.1,309.4,1811.0,24.6,77,0,No Failure,10.299999999999955,4665.327922433915,0.30434782608695654,25.950000000000045,36.25,North americ
L47208,L,299.1,309.4,1439.0,44.2,82,0,No Failure,10.299999999999955,6660.574360679816,0.3241106719367589,25.950000000000045,36.25,Asia-Pacific
L47209,L,299.0,309.4,1693.0,30.1,84,0,No Failure,10.399999999999977,5336.445417069278,0.33201581027667987,25.850000000000023,36.25,Asia-Pacific
M14890,M,299.1,309.5,1339.0,48.2,86,0,No Failure,10.399999999999977,6758.592051471818,0.33992094861660077,25.950000000000045,36.35000000000002,Europe
L47211,L,299.0,309.4,1798.0,25.5,89,0,No Failure,10.399999999999977,4801.296052481282,0.35177865612648224,25.850000000000023,36.25,Asia-Pacific
L47212,L,299.0,309.4,1419.0,48.3,91,0,No Failure,10.399999999999977,7177.251160464705,0.35968379446640314,25.850000000000023,36.25,Asia-Pacific
L47213,L,298.9,309.3,1665.0,32.5,93,0,No Failure,10.400000000000034,5666.647748912589,0.3675889328063241,25.75,36.150000000000034,Asia-Pacific
M14894,M,298.8,309.1,1559.0,34.7,95,0,No Failure,10.300000000000011,5665.056008634771,0.37549407114624506,25.650000000000034,35.950000000000045,Europe
M14895,M,298.8,309.2,1452.0,48.6,98,0,No Failure,10.399999999999977,7389.7799034800555,0.38735177865612647,25.650000000000034,36.05000000000001,Europe
M14896,M,298.9,309.2,1581.0,36.7,101,0,No Failure,10.300000000000011,6076.122935381484,0.39920948616600793,25.75,36.05000000000001,Europe
L47217,L,298.8,309.1,1439.0,39.2,104,0,No Failure,10.300000000000011,5907.115722593864,0.41106719367588934,25.650000000000034,35.950000000000045,Asia-Pacific
H29452,H,298.9,309.2,1379.0,50.7,106,0,No Failure,10.300000000000011,7321.51309511755,0.4189723320158103,25.75,36.05000000000001,North americ
L47219,L,298.8,309.1,1350.0,52.5,111,0,No Failure,10.300000000000011,7422.0126441058865,0.43873517786561267,25.650000000000034,35.950000000000045,Asia-Pacific
L47220,L,298.8,309.1,1362.0,45.4,113,0,No Failure,10.300000000000011,6475.325113873137,0.44664031620553357,25.650000000000034,35.950000000000045,Asia-Pacific
L47221,L,298.8,309.1,1368.0,50.8,115,0,No Failure,10.300000000000011,7277.436550187683,0.45454545454545453,25.650000000000034,35.950000000000045,Asia-Pacific
M14902,M,298.8,309.1,1368.0,49.1,117,0,No Failure,10.300000000000011,7033.900287681403,0.4624505928853755,25.650000000000034,35.950000000000045,Europe
H29457,H,298.8,309.2,1372.0,48.5,120,0,No Failure,10.399999999999977,6968.261945172401,0.4743083003952569,25.650000000000034,36.05000000000001,North americ
M14904,M,298.8,309.1,1472.0,47.5,125,0,No Failure,10.300000000000011,7322.00527796661,0.49407114624505927,25.650000000000034,35.950000000000045,Europe
L47225,L,298.8,309.1,1489.0,49.1,128,0,No Failure,10.300000000000011,7656.050824822813,0.5059288537549407,25.650000000000034,35.950000000000045,Asia-Pacific
M14906,M,298.7,309.0,1843.0,25.8,130,0,No Failure,10.300000000000011,4979.36152408675,0.5138339920948617,25.55000000000001,35.85000000000002,Europe
L47227,L,298.8,309.1,1418.0,46.3,133,0,No Failure,10.300000000000011,6875.207970773071,0.525691699604743,25.650000000000034,35.950000000000045,Asia-Pacific
H29462,H,298.8,309.2,1425.0,53.9,135,0,No Failure,10.399999999999977,8043.2625913532665,0.5335968379446641,25.650000000000034,36.05000000000001,North americ
M14909,M,298.9,309.2,1412.0,44.1,140,0,No Failure,10.300000000000011,6520.815375497119,0.5533596837944664,25.75,36.05000000000001,Europe
L47230,L,298.9,309.1,1895.5,12.800000000000011,143,1,Power Failure,10.200000000000045,2540.752586615235,0.5652173913043478,25.75,35.950000000000045,Asia-Pacific
L47231,L,298.9,309.1,1383.0,54.9,145,0,No Failure,10.200000000000045,7951.025431043872,0.5731225296442688,25.75,35.950000000000045,Asia-Pacific
H29466,H,298.8,309.0,1497.0,43.8,147,0,No Failure,10.199999999999989,6866.327735538923,0.5810276679841897,25.650000000000034,35.85000000000002,North americ
L47233,L,298.7,309.0,1565.0,35.1,152,0,No Failure,10.300000000000011,5752.41322835559,0.6007905138339921,25.55000000000001,35.85000000000002,Asia-Pacific
L47234,L,298.7,309.0,1691.0,30.1,154,0,No Failure,10.300000000000011,5330.141287811076,0.6086956521739131,25.55000000000001,35.85000000000002,Asia-Pacific
L47235,L,298.8,309.1,1512.0,40.7,156,0,No Failure,10.300000000000011,6444.286178455672,0.616600790513834,25.650000000000034,35.950000000000045,Asia-Pacific
L47236,L,298.8,309.1,1477.0,42.4,158,0,No Failure,10.300000000000011,6558.053720417668,0.6245059288537549,25.650000000000034,35.950000000000045,Asia-Pacific
L47237,L,298.8,309.1,1513.0,40.3,160,0,No Failure,10.300000000000011,6385.171876690622,0.6324110671936759,25.650000000000034,35.950000000000045,Asia-Pacific
M14918,M,298.8,309.0,1661.0,29.5,162,0,No Failure,10.199999999999989,5131.215640985769,0.6403162055335968,25.650000000000034,35.85000000000002,Europe
L47239,L,298.8,309.1,1378.0,54.4,165,0,No Failure,10.300000000000011,7850.127946986078,0.6521739130434783,25.650000000000034,35.950000000000045,Asia-Pacific
L47240,L,298.8,309.1,1393.0,52.6,167,0,No Failure,10.300000000000011,7673.004953176688,0.6600790513833992,25.650000000000034,35.950000000000045,Asia-Pacific
M14921,M,298.8,309.0,1592.0,38.2,169,0,No Failure,10.199999999999989,6368.469075749038,0.6679841897233202,25.650000000000034,35.85000000000002,Europe
L47242,L,298.8,309.0,1829.0,22.9,172,0,No Failure,10.199999999999989,4386.092695407342,0.6798418972332015,25.650000000000034,35.85000000000002,Asia-Pacific
M14923,M,298.9,309.0,1812.0,25.9,174,0,No Failure,10.100000000000023,4914.581883569729,0.6877470355731226,25.75,35.85000000000002,Europe
L47244,L,299.0,309.1,1523.0,38.6,177,0,No Failure,10.100000000000023,6156.244020023535,0.6996047430830039,25.850000000000023,35.950000000000045,Asia-Pacific
L47245,L,299.0,309.1,1394.0,45.1,179,0,No Failure,10.100000000000023,6583.668172519938,0.7075098814229249,25.850000000000023,35.950000000000045,Asia-Pacific
M14926,M,298.9,308.9,1679.0,28.7,181,0,No Failure,10.0,5046.162255877581,0.7154150197628458,25.75,35.75,Europe
H29481,H,298.8,308.9,1466.0,44.1,184,0,No Failure,10.099999999999966,6770.195000339076,0.7272727272727273,25.650000000000034,35.75,North americ
L47248,L,298.8,308.9,1527.0,32.4,189,0,No Failure,10.099999999999966,5180.988940594142,0.7470355731225297,25.650000000000034,35.75,Asia-Pacific
L47249,L,298.9,309.0,1410.0,65.7,191,1,Power Failure,10.100000000000023,9700.923955019924,0.7549407114624506,25.75,35.85000000000002,Asia-Pacific
M14930,M,298.9,309.0,1895.5,22.6,193,0,No Failure,10.100000000000023,4486.016285742521,0.7628458498023716,25.75,35.85000000000002,Europe
L47251,L,298.9,309.1,1452.0,45.5,196,0,No Failure,10.200000000000045,6918.415341735443,0.7747035573122529,25.75,35.950000000000045,Asia-Pacific
L47252,L,298.9,309.1,1369.0,44.4,198,0,No Failure,10.200000000000045,6365.243707291352,0.782608695652174,25.75,35.950000000000045,Asia-Pacific
L47253,L,299.0,309.1,1592.0,35.0,200,0,No Failure,10.100000000000023,5834.984755267443,0.7905138339920948,25.850000000000023,35.950000000000045,Asia-Pacific
L47254,L,298.9,309.0,1601.0,32.3,202,0,No Failure,10.100000000000023,5415.299392674381,0.7984189723320159,25.75,35.85000000000002,Asia-Pacific
L47255,L,298.8,308.9,1379.0,46.7,204,0,No Failure,10.099999999999966,6743.878925877506,0.8063241106719368,25.650000000000034,35.75,Asia-Pacific
L47256,L,298.8,308.9,1461.0,47.9,206,0,No Failure,10.099999999999966,7328.487430808518,0.8142292490118577,25.650000000000034,35.75,Asia-Pacific
L47257,L,298.8,308.9,1455.0,41.3,208,1,Tool Wear Failure,10.099999999999966,6292.767164773035,0.8221343873517787,25.650000000000034,35.75,Asia-Pacific
L47258,L,298.8,308.9,1398.0,51.5,0,0,No Failure,10.099999999999966,7539.508209350145,0.0,25.650000000000034,35.75,Asia-Pacific
L47259,L,298.8,308.9,1402.0,37.9,2,0,No Failure,10.099999999999966,5564.367964087218,0.007905138339920948,25.650000000000034,35.75,Asia-Pacific
H29494,H,298.8,308.8,1445.0,49.9,4,0,No Failure,10.0,7550.870302780627,0.015810276679841896,25.650000000000034,35.650000000000034,North americ
L47261,L,298.9,308.9,1450.0,47.5,9,0,No Failure,10.0,7212.573133866567,0.03557312252964427,25.75,35.75,Asia-Pacific
L47262,L,298.9,308.9,1453.0,40.8,11,0,No Failure,10.0,6208.038410905718,0.043478260869565216,25.75,35.75,Asia-Pacific
L47263,L,299.0,309.0,1469.0,40.1,13,0,No Failure,10.0,6168.716142858287,0.05138339920948617,25.850000000000023,35.85000000000002,Asia-Pacific
L47264,L,298.9,308.9,1422.0,47.6,15,0,No Failure,10.0,7088.187008735435,0.05928853754940711,25.75,35.75,Asia-Pacific
M14945,M,299.0,309.0,1804.0,26.8,17,0,No Failure,10.0,5062.906944721215,0.06719367588932806,25.850000000000023,35.85000000000002,Europe
H29500,H,299.0,309.0,1436.0,43.9,20,0,No Failure,10.0,6601.575250645399,0.07905138339920949,25.850000000000023,35.85000000000002,North americ
L47267,L,299.0,309.0,1544.0,31.8,25,0,No Failure,10.0,5141.656200571199,0.09881422924901186,25.850000000000023,35.85000000000002,Asia-Pacific
M14948,M,299.0,309.0,1419.0,45.2,27,0,No Failure,10.0,6716.599429668835,0.1067193675889328,25.850000000000023,35.85000000000002,Europe
M14949,M,298.9,308.9,1487.0,39.5,30,0,No Failure,10.0,6150.871896585897,0.11857707509881422,25.75,35.75,Europe
L47270,L,298.9,308.9,1753.0,25.8,33,0,No Failure,10.0,4736.2022526989,0.13043478260869565,25.75,35.75,Asia-Pacific
L47271,L,298.9,308.9,1830.0,24.9,35,0,No Failure,10.0,4771.765081537536,0.1383399209486166,25.75,35.75,Asia-Pacific
M14952,M,298.9,308.9,1727.0,27.1,37,0,No Failure,10.0,4901.062563183781,0.14624505928853754,25.75,35.75,Europe
L47273,L,299.1,309.0,1450.0,43.0,40,0,No Failure,9.899999999999977,6529.276731710787,0.15810276679841898,25.950000000000045,35.85000000000002,Asia-Pacific
L47274,L,299.0,308.9,1622.0,31.9,42,0,No Failure,9.899999999999977,5418.388625450411,0.16600790513833993,25.850000000000023,35.75,Asia-Pacific
M14955,M,299.0,309.0,1351.0,52.2,44,0,No Failure,10.0,7385.06751449967,0.17391304347826086,25.850000000000023,35.85000000000002,Europe
M14956,M,299.0,309.0,1575.0,35.3,47,0,No Failure,10.0,5822.156585265284,0.1857707509881423,25.850000000000023,35.85000000000002,Europe
M14957,M,298.9,308.9,1750.0,29.9,50,0,No Failure,10.0,5479.4611866361965,0.1976284584980237,25.75,35.75,Europe
L47278,L,298.9,308.8,1529.0,32.7,53,0,No Failure,9.900000000000034,5235.809732399286,0.20948616600790515,25.75,35.650000000000034,Asia-Pacific
L47279,L,298.8,308.8,1523.0,44.4,55,0,No Failure,10.0,7081.275504897538,0.21739130434782608,25.650000000000034,35.650000000000034,Asia-Pacific
L47280,L,298.8,308.9,1852.0,25.0,57,0,No Failure,10.099999999999966,4848.524662040247,0.22529644268774704,25.650000000000034,35.75,Asia-Pacific
L47281,L,298.8,308.8,1895.5,20.7,59,0,No Failure,10.0,4108.873323666822,0.233201581027668,25.650000000000034,35.650000000000034,Asia-Pacific
L47282,L,298.8,308.8,1555.0,40.6,61,0,No Failure,10.0,6611.272299969481,0.24110671936758893,25.650000000000034,35.650000000000034,Asia-Pacific
M14963,M,298.8,308.8,1441.0,40.5,63,0,No Failure,10.0,6111.497268660904,0.2490118577075099,25.650000000000034,35.650000000000034,Europe
L47284,L,298.8,308.7,1450.0,43.4,66,0,No Failure,9.899999999999977,6590.01418968019,0.2608695652173913,25.650000000000034,35.55000000000001,Asia-Pacific
L47285,L,298.8,308.7,1591.0,31.1,68,0,No Failure,9.899999999999977,5181.543955296277,0.26877470355731226,25.650000000000034,35.55000000000001,Asia-Pacific
L47286,L,298.8,308.7,1445.0,48.5,70,0,No Failure,9.899999999999977,7339.022238173556,0.2766798418972332,25.650000000000034,35.55000000000001,Asia-Pacific
M14967,M,298.8,308.8,1497.0,46.8,72,0,No Failure,10.0,7336.624155781315,0.2845849802371542,25.650000000000034,35.650000000000034,Europe
H29522,H,298.9,308.8,1621.0,32.7,75,0,No Failure,9.900000000000034,5550.848643701271,0.2964426877470356,25.75,35.650000000000034,North americ
L47289,L,298.9,308.7,1572.0,34.1,80,0,No Failure,9.800000000000011,5613.523417140386,0.31620553359683795,25.75,35.55000000000001,Asia-Pacific
L47290,L,298.8,308.6,1872.0,22.5,82,0,No Failure,9.800000000000011,4410.79608564007,0.3241106719367589,25.650000000000034,35.450000000000045,Asia-Pacific
H29525,H,298.7,308.6,1499.0,43.5,84,0,No Failure,9.900000000000034,6828.408712210095,0.33201581027667987,25.55000000000001,35.450000000000045,North americ
M14972,M,298.8,308.7,1498.0,39.5,89,0,No Failure,9.899999999999977,6196.3726301853885,0.35177865612648224,25.650000000000034,35.55000000000001,Europe
M14973,M,298.8,308.6,1486.0,41.9,92,0,No Failure,9.800000000000011,6520.208000917424,0.36363636363636365,25.650000000000034,35.450000000000045,Europe
L47294,L,298.8,308.6,1680.0,29.4,95,0,No Failure,9.800000000000011,5172.318144870235,0.37549407114624506,25.650000000000034,35.450000000000045,Asia-Pacific
L47295,L,298.8,308.6,1431.0,45.7,97,0,No Failure,9.800000000000011,6848.326409633855,0.383399209486166,25.650000000000034,35.450000000000045,Asia-Pacific
L47296,L,298.9,308.7,1564.0,34.1,99,0,No Failure,9.800000000000011,5584.955867943743,0.391304347826087,25.75,35.55000000000001,Asia-Pacific
L47297,L,298.8,308.6,1599.0,33.0,101,0,No Failure,9.800000000000011,5525.747318399087,0.39920948616600793,25.650000000000034,35.450000000000045,Asia-Pacific
M14978,M,298.8,308.6,1707.0,28.1,103,0,No Failure,9.800000000000011,5023.0610778981845,0.40711462450592883,25.650000000000034,35.450000000000045,Europe
L47299,L,298.7,308.5,1467.0,40.7,106,0,No Failure,9.800000000000011,6252.491946954015,0.4189723320158103,25.55000000000001,35.35000000000002,Asia-Pacific
L47300,L,298.9,308.7,1433.0,44.7,108,0,No Failure,9.800000000000011,6707.834386165318,0.4268774703557312,25.75,35.55000000000001,Asia-Pacific
L47301,L,298.9,308.7,1558.0,41.2,110,0,No Failure,9.800000000000011,6721.919193228914,0.43478260869565216,25.75,35.55000000000001,Asia-Pacific
L47302,L,299.0,308.8,1310.0,50.7,112,0,No Failure,9.800000000000011,6955.171975782444,0.4426877470355731,25.850000000000023,35.650000000000034,Asia-Pacific
L47303,L,298.9,308.7,1546.0,43.4,114,0,No Failure,9.800000000000011,7026.318577410739,0.4505928853754941,25.75,35.55000000000001,Asia-Pacific
L47304,L,298.9,308.7,1727.0,29.4,116,0,No Failure,9.800000000000011,5317.019902494581,0.45849802371541504,25.75,35.55000000000001,Asia-Pacific
L47305,L,298.9,308.6,1560.0,32.2,118,0,No Failure,9.700000000000045,5260.28273917075,0.466403162055336,25.75,35.450000000000045,Asia-Pacific
L47306,L,299.0,308.6,1329.0,60.5,120,0,No Failure,9.600000000000023,8419.939550518684,0.4743083003952569,25.850000000000023,35.450000000000045,Asia-Pacific
L47307,L,298.9,308.6,1413.0,46.5,122,0,No Failure,9.700000000000045,6880.559150259685,0.48221343873517786,25.75,35.450000000000045,Asia-Pacific
L47308,L,299.0,308.6,1587.0,38.6,124,0,No Failure,9.600000000000023,6414.9437030711415,0.4901185770750988,25.850000000000023,35.450000000000045,Asia-Pacific
L47309,L,298.9,308.5,1559.0,34.3,126,0,No Failure,9.600000000000023,5599.75276934215,0.4980237154150198,25.75,35.35000000000002,Asia-Pacific
L47310,L,298.8,308.4,1473.0,41.1,128,0,No Failure,9.599999999999966,6339.765390870739,0.5059288537549407,25.650000000000034,35.25,Asia-Pacific
L47311,L,298.8,308.4,1737.0,27.7,130,0,No Failure,9.599999999999966,5038.580545606917,0.5138339920948617,25.650000000000034,35.25,Asia-Pacific
M14992,M,298.7,308.4,1441.0,43.2,132,0,No Failure,9.699999999999989,6518.930419904966,0.5217391304347826,25.55000000000001,35.25,Europe
M14993,M,298.7,308.4,1430.0,49.6,135,0,No Failure,9.699999999999989,7427.5627911272295,0.5335968379446641,25.55000000000001,35.25,Europe
L47314,L,298.8,308.4,1369.0,53.0,138,0,No Failure,9.599999999999966,7598.151272217154,0.5454545454545454,25.650000000000034,35.25,Asia-Pacific
M14995,M,298.8,308.5,1711.0,28.5,140,0,No Failure,9.699999999999989,5106.501778777529,0.5533596837944664,25.650000000000034,35.35000000000002,Europe
H29550,H,298.7,308.5,1420.0,45.7,143,0,No Failure,9.800000000000011,6795.683788735201,0.5652173913043478,25.55000000000001,35.35000000000002,North americ
L47317,L,298.7,308.6,1297.0,55.3,148,0,No Failure,9.900000000000034,7510.93018817799,0.5849802371541502,25.55000000000001,35.450000000000045,Asia-Pacific
H29552,H,298.8,308.6,1449.0,49.4,150,0,No Failure,9.800000000000011,7495.902903318319,0.5928853754940712,25.650000000000034,35.450000000000045,North americ
L47319,L,298.8,308.6,1268.0,55.8,155,0,No Failure,9.800000000000011,7409.383441638455,0.6126482213438735,25.650000000000034,35.450000000000045,Asia-Pacific
L47320,L,298.8,308.6,1511.0,36.1,157,0,No Failure,9.800000000000011,5712.158954487593,0.6205533596837944,25.650000000000034,35.450000000000045,Asia-Pacific
L47321,L,298.7,308.5,1544.0,35.2,159,0,No Failure,9.800000000000011,5691.393027047366,0.6284584980237155,25.55000000000001,35.35000000000002,Asia-Pacific
M15002,M,298.6,308.4,1778.0,28.2,161,0,No Failure,9.799999999999955,5250.606633797693,0.6363636363636364,25.450000000000045,35.25,Europe
H29557,H,298.6,308.4,1407.0,50.5,164,0,No Failure,9.799999999999955,7440.705120394745,0.6482213438735178,25.450000000000045,35.25,North americ
M15004,M,298.6,308.4,1391.0,42.4,169,0,No Failure,9.799999999999955,6176.203605349342,0.6679841897233202,25.450000000000045,35.25,Europe
L47325,L,298.5,308.4,1513.0,33.6,172,0,No Failure,9.899999999999977,5323.61724706712,0.6798418972332015,25.350000000000023,35.25,Asia-Pacific
H29560,H,298.5,308.4,1612.0,36.1,174,0,No Failure,9.899999999999977,6093.977653629385,0.6877470355731226,25.350000000000023,35.25,North americ
L47327,L,298.4,308.4,1515.0,40.1,179,0,No Failure,10.0,6361.882203152011,0.7075098814229249,25.25,35.25,Asia-Pacific
M15008,M,298.3,308.3,1379.0,48.0,181,0,No Failure,10.0,6931.61003088052,0.7154150197628458,25.150000000000034,35.150000000000034,Europe
L47329,L,298.4,308.3,1473.0,39.9,184,0,No Failure,9.900000000000034,6154.662751721228,0.7272727272727273,25.25,35.150000000000034,Asia-Pacific
L47330,L,298.4,308.3,1422.0,42.7,186,0,No Failure,9.900000000000034,6358.52069901267,0.7351778656126482,25.25,35.150000000000034,Asia-Pacific
M15011,M,298.4,308.2,1463.0,37.6,188,0,No Failure,9.800000000000011,5760.508065426342,0.7430830039525692,25.25,35.05000000000001,Europe
M15012,M,298.4,308.2,1584.0,41.0,191,0,No Failure,9.800000000000011,6800.919776491184,0.7549407114624506,25.25,35.05000000000001,Europe
L47333,L,298.4,308.2,1850.0,27.0,194,0,No Failure,9.800000000000011,5230.751768227006,0.766798418972332,25.25,35.05000000000001,Asia-Pacific
L47334,L,298.4,308.2,1528.0,36.2,196,0,No Failure,9.800000000000011,5792.426646786813,0.7747035573122529,25.25,35.05000000000001,Asia-Pacific
H29569,H,298.4,308.2,1895.5,19.8,198,0,No Failure,9.800000000000011,3930.2266574204386,0.782608695652174,25.25,35.05000000000001,North americ
M15016,M,298.4,308.1,1495.0,46.0,203,0,No Failure,9.700000000000045,7201.577559579002,0.8023715415019763,25.25,34.950000000000045,Europe
H29571,H,298.4,308.2,1478.0,43.5,206,0,No Failure,9.800000000000011,6732.747215908285,0.8142292490118577,25.25,35.05000000000001,North americ
M15018,M,298.4,308.2,1499.0,40.0,211,0,No Failure,9.800000000000011,6278.996516974799,0.83399209486166,25.25,35.05000000000001,Europe
L47339,L,298.4,308.2,1471.0,47.0,214,0,No Failure,9.800000000000011,7240.009709707918,0.8458498023715415,25.25,35.05000000000001,Asia-Pacific
L47340,L,298.4,308.2,1282.0,60.7,216,1,Overstrain Failure,9.800000000000011,8149.019072048613,0.8537549407114624,25.25,35.05000000000001,Asia-Pacific
L47341,L,298.3,308.1,1412.0,52.3,218,1,Overstrain Failure,9.800000000000011,7733.302588174587,0.8616600790513834,25.150000000000034,34.950000000000045,Asia-Pacific
L47342,L,298.3,308.1,1586.0,35.5,0,0,No Failure,9.800000000000011,5896.036372502204,0.0,25.150000000000034,34.950000000000045,Asia-Pacific
M15023,M,298.4,308.2,1468.0,43.8,2,0,No Failure,9.800000000000011,6733.312702585932,0.007905138339920948,25.25,35.05000000000001,Europe
M15024,M,298.5,308.3,1440.0,43.6,5,0,No Failure,9.800000000000011,6574.725105432719,0.019762845849802372,25.350000000000023,35.150000000000034,Europe
L47345,L,298.5,308.4,1733.0,26.0,8,0,No Failure,9.899999999999977,4718.4627261816295,0.03162055335968379,25.350000000000023,35.25,Asia-Pacific
H29580,H,298.4,308.2,1612.0,32.6,10,0,No Failure,9.800000000000011,5503.148795244264,0.039525691699604744,25.25,35.05000000000001,North americ
H29581,H,298.4,308.3,1458.0,42.9,15,0,No Failure,9.900000000000034,6550.032187175502,0.05928853754940711,25.25,35.150000000000034,North americ
L47348,L,298.4,308.3,1433.0,62.3,20,1,Power Failure,9.900000000000034,9348.950386087232,0.07905138339920949,25.25,35.150000000000034,Asia-Pacific
L47349,L,298.4,308.3,1318.0,59.1,22,0,No Failure,9.900000000000034,8157.019661339754,0.08695652173913043,25.25,35.150000000000034,Asia-Pacific
M15030,M,298.4,308.2,1610.0,35.0,24,0,No Failure,9.800000000000011,5900.958200992827,0.09486166007905138,25.25,35.05000000000001,Europe
L47351,L,298.2,308.1,1462.0,50.8,27,0,No Failure,9.900000000000034,7777.494324835084,0.1067193675889328,25.05000000000001,34.950000000000045,Asia-Pacific
M15032,M,298.1,308.0,1895.5,20.8,29,0,No Failure,9.899999999999977,4128.722953249754,0.11462450592885376,24.950000000000045,34.85000000000002,Europe
M15033,M,298.2,308.0,1591.0,33.7,32,0,No Failure,9.800000000000011,5614.727694324262,0.12648221343873517,25.05000000000001,34.85000000000002,Europe
L47354,L,298.2,308.1,1306.0,58.3,35,0,No Failure,9.900000000000034,7973.341210859871,0.1383399209486166,25.05000000000001,34.950000000000045,Asia-Pacific
L47355,L,298.2,308.1,1382.0,43.5,37,0,No Failure,9.900000000000034,6295.437518528586,0.14624505928853754,25.05000000000001,34.950000000000045,Asia-Pacific
L47356,L,298.2,308.1,1618.0,34.7,39,0,No Failure,9.900000000000034,5879.4487632912505,0.1541501976284585,25.05000000000001,34.950000000000045,Asia-Pacific
L47357,L,298.2,308.2,1895.5,21.4,41,0,No Failure,10.0,4247.820730747342,0.16205533596837945,25.05000000000001,35.05000000000001,Asia-Pacific
L47358,L,298.2,308.2,1436.0,50.2,43,0,No Failure,10.0,7548.953931261938,0.16996047430830039,25.05000000000001,35.05000000000001,Asia-Pacific
